DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	2q35	2	220047457	Intergenic	LOC105373891 - LOC105373893	105373891	105373893		12285	20255	rs187402274-C	rs187402274	0	187402274	downstream_gene_variant	1	NR	1E-7	7.0	(between families)	5.264	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	2q36.3	2	227138926	Intergenic	COL4A4			1286			rs59904869-C	rs59904869	0	59904869	intron_variant	0	NR	4E-7	6.3979400086720375	(between families)	5.054	unit decrease	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	3p24.3	3	22933695	Intergenic	RANP7 - SALL4P5	100874192	100130785		28357	56046	rs148471206-T	rs148471206	0	148471206	intergenic_variant	1	NR	5E-7	6.301029995663981	(between families)	5.023	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	3p24.2	3	26205084	LINC00692	LOC105377002			105377002			rs7374058-T	rs7374058	0	7374058	intergenic_variant	0	NR	3E-7	6.522878745280337	(between families)	5.137	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	3p14.2	3	58807331	Intergenic	C3orf67			200844			rs181319480-T	rs181319480	0	181319480	intron_variant	0	NR	4E-7	6.3979400086720375	(between families)	5.086	unit decrease	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	3p14.2	3	61650482	PTPRG	PTPRG			5793			rs7609954-T	rs7609954	0	7609954	intron_variant	0	NR	4E-8	7.3979400086720375	(between families)	5.492	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	3p13	3	71931938	Intergenic	RN7SL271P - LOC105377157	106479321	105377157		104467	61331	rs58920042-T	rs58920042	0	58920042	intergenic_variant	1	NR	8E-7	6.096910013008056	(between families)	4.931	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	3p12.2	3	82012036	Intergenic	LOC105377180			105377180			rs142710255-A	rs142710255	0	142710255	intron_variant	0	NR	3E-7	6.522878745280337	(between families)	5.135	unit decrease	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	3q22.1	3	133712051	Intergenic	TF			7018			rs190500289-A	rs190500289	0	190500289	intron_variant	0	NR	8E-7	6.096910013008056	(between families)	4.934	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	3q26.2	3	169741537	Intergenic	SDHDP3 - TERC	29771	7012		30959	23073	rs28582745-A	rs28582745	0	28582745	intergenic_variant	1	NR	9E-7	6.045757490560675	(between families)	4.912	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	4p16.1	4	9590409	Intergenic	SNRPCP13 - ENPP7P11	106481786	100421806		6278	86899	rs189421534-A	rs189421534	0	189421534	intergenic_variant	1	NR	2E-8	7.698970004336019	(between families)	5.646	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	4p12	4	46412095	Intergenic	GABRA2 - RNU6-412P	2555	106481308		22056	119142	rs147028191-A	rs147028191	0	147028191	intron_variant	1	NR	1E-9	9.0	(between families)	6.062	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	4p12	4	46689227	Intergenic	RNU6-412P - RAC1P2	106481308	442775		157885	34443	rs183757472-A	rs183757472	0	183757472	intergenic_variant	1	NR	1E-9	9.0	(between families)	6.062	unit decrease	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	4q23	4	98971324	Intergenic	RNU7-149P - NDUFS5P4	106479080	100287817		4451	5335	rs115809613-A	rs115809613	0	115809613	intron_variant	1	NR	1E-8	8.0	(between families)	5.688	unit decrease	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	4q24	4	102133052	Intergenic	BANK1 - SLC39A8	55024	64116		58240	117989	rs115641191-T	rs115641191	0	115641191	intergenic_variant	1	NR	2E-7	6.698970004336019	(between families)	5.237	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	4q31.1	4	139599374	Intergenic	LOC105377451 - LOC105377622	105377451	105377622		19208	1250	rs72728723-A	rs72728723	0	72728723	3_prime_UTR_variant	1	NR	2E-7	6.698970004336019	(between families)	5.201	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	4q31.1	4	140579551	Intergenic	RN7SL152P - TBC1D9	106480962	23158		1329	41231	rs143638193-T	rs143638193	0	143638193	downstream_gene_variant	1	NR	4E-9	8.397940008672037	(between families)	5.895	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	4q31.23	4	148158346	NR3C2	NR3C2			4306			rs3931397-T	rs3931397	0	3931397	intron_variant	0	NR	6E-7	6.221848749616356	(between families)	4.984	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	4q32.3	4	168062923	Intergenic	LOC105377523 - ANXA10	105377523	11199		20214	29602	rs13133687-A	rs13133687	0	13133687	intron_variant	1	NR	7E-7	6.154901959985743	(between families)	4.966	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	4q32.3	4	169173411	SH3RF1	SH3RF1			57630			rs9994441-C	rs9994441	0	9994441	intron_variant	0	NR	6E-7	6.221848749616356	(between families)	4.99	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	4q34.1	4	174174724	Intergenic	LOC101928509			101928509			rs76930906-A	rs76930906	0	76930906	intron_variant	0	NR	3E-11	10.522878745280337	(between families)	6.631	unit decrease	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	4q35.2	4	186821932	FAT1	FAT1 - LOC102723906	2195	102723906		95017	18731	rs75718659-T	rs75718659	0	75718659	intergenic_variant	1	NR	4E-7	6.3979400086720375	(between families)	5.052	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	5p12	5	44145829	FGF10	RNU6-381P - FGF10	106480576	2255		79098	155826	rs11749176-A	rs11749176	0	11749176	intergenic_variant	1	NR	2E-7	6.698970004336019	(between families)	5.218	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	5p12	5	44301065	Intergenic	RNU6-381P - FGF10	106480576	2255		234334	590	rs11742761-A	rs11742761	0	11742761	downstream_gene_variant	1	NR	3E-7	6.522878745280337	(between families)	5.107	unit decrease	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	5q13.3	5	76793184	Intergenic	F2R - F2RL1	2149	2150		57404	25824	rs190204665-T	rs190204665	0	190204665	intergenic_variant	1	NR	1E-7	7.0	(between families)	5.259	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	5q13.3	5	77556409	Intergenic	WDR41			55255			rs116300850-T	rs116300850	0	116300850	intron_variant	0	NR	7E-7	6.154901959985743	(between families)	4.963	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	5q14.3	5	89030013	Intergenic	MEF2C-AS1			101929423			rs186292051-T	rs186292051	0	186292051	intron_variant	0	NR	2E-7	6.698970004336019	(between families)	5.17	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	5q14.3	5	89179048	Intergenic	MEF2C-AS1			101929423			rs141568462-T	rs141568462	0	141568462	intron_variant	0	NR	2E-7	6.698970004336019	(between families)	5.183	unit decrease	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	5q14.3	5	89337967	Intergenic	MEF2C-AS1			101929423			rs9293513-A	rs9293513	0	9293513	intron_variant	0	NR	5E-7	6.301029995663981	(between families)	5.035	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	5q21.3	5	105543433	Intergenic	LOC107986439 - RNA5SP189	107986439	100873451		142421	379561	rs77780208-A	rs77780208	0	77780208	intergenic_variant	1	NR	9E-7	6.045757490560675	(between families)	4.917	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	5q22.3	5	114241467	KCNN2	KCNN2			3781			rs4705644-A	rs4705644	0	4705644	intergenic_variant	0	NR	9E-7	6.045757490560675	(between families)	4.905	unit decrease	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	5q23.1	5	116719736	Intergenic	RPS17P2 - LOC102467223	6219	102467223		3040	23566	rs77296444-A	rs77296444	0	77296444	downstream_gene_variant	1	NR	2E-7	6.698970004336019	(between families)	5.183	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	5q23.1	5	119985478	Intergenic	LOC105379144 - RNU6-718P	105379144	106481406		7523	352071	rs190338033-A	rs190338033	0	190338033	intergenic_variant	1	NR	2E-7	6.698970004336019	(between families)	5.167	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	5q31.1	5	132994460	Intergenic	LOC402230 - ZCCHC10	402230	54819		6322	2525	rs7702102-A	rs7702102	0	7702102	upstream_gene_variant	1	NR	5E-7	6.301029995663981	(between families)	5.034	unit decrease	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	5q31.3	5	143553786	Intergenic	LOC105378208			105378208			rs188951355-T	rs188951355	0	188951355	intergenic_variant	0	NR	9E-7	6.045757490560675	(between families)	4.911	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	5q32	5	146158952	Intergenic	LARS			51520			rs2962508-T	rs2962508	0	2962508	intron_variant	0	NR	4E-8	7.3979400086720375	(between families)	5.499	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	5q33.1	5	151801825	Intergenic	G3BP1			10146			rs186127414-A	rs186127414	0	186127414	intron_variant	0	NR	2E-7	6.698970004336019	(between families)	5.17	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	5q33.2	5	154557919	Intergenic	LOC100271907 - CIR1P1	100271907	100131740		61217	1396	rs143766413-C	rs143766413	0	143766413	downstream_gene_variant	1	NR	5E-7	6.301029995663981	(between families)	5.024	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	5q35.3	5	177556462	Intergenic	LOC105377750			105377750			rs61142792-T	rs61142792	0	61142792	upstream_gene_variant	0	NR	4E-7	6.3979400086720375	(between families)	5.083	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	6p22.3	6	18173684	Intergenic	KDM1B			221656			rs188911996-A	rs188911996	0	188911996	intron_variant	0	NR	2E-8	7.698970004336019	(between families)	5.578	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	6p22.3	6	20592753	CDKAL1	CDKAL1			54901			rs62400067-T	rs62400067	0	62400067	intron_variant	0	NR	4E-7	6.3979400086720375	(between families)	5.092	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	6p21.1	6	44457063	CDC5L	CDC5L - LOC105375074	988	105375074		6639	53160	rs543844-A	rs543844	0	543844	regulatory_region_variant	1	NR	1E-7	7.0	(between families)	5.323	unit decrease	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	6p12.1	6	56843712	DST	DST			667			rs185968827-A	rs185968827	0	185968827	intron_variant	0	NR	2E-7	6.698970004336019	(between families)	5.158	unit increase	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	6q11.1	6	61662196	Intergenic	KHDRBS2			202559			rs140996952-T	rs140996952	0	140996952	intron_variant	0	NR	9E-7	6.045757490560675	(between families)	4.912	unit decrease	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	6q13	6	75180632	Intergenic	COL12A1			1303			rs36099249-T	rs36099249	0	36099249	intron_variant	0	NR	7E-8	7.154901959985743	(between families)	5.39	unit decrease	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	6q15	6	91867653	Intergenic	LOC100129847 - RPL5P19	100129847	100270906		51246	146181	rs6908580-T	rs6908580	0	6908580	intergenic_variant	1	NR	3E-7	6.522878745280337	(between families)	5.099	unit decrease	Affymetrix [up to 15107142] (imputed)	N
2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	6q21	6	106832060	C6orf203	LOC100422737 - LOC105377928	100422737	105377928		44635	49878	rs140633572-A	rs140633572	0	140633572	intergenic_variant	1	NR	5E-7	6.301029995663981	(between families)	5.03	unit decrease	Affymetrix [up to 15107142] (imputed)	N
